POS CM 40365 DORIS MONITOR 
2.625000000000000000e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.590720000000000000e+05 9.196510000000000000e+05
2.629999999999999893e+00 4.000000000000000000e+00 4.000000000000000000e+00 5.590730000000000000e+05 9.196320000000000000e+05
2.634999999999999787e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.590540000000000000e+05 9.196140000000000000e+05
2.640000000000000124e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.590430000000000000e+05 9.195770000000000000e+05
2.645000000000000018e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.590330000000000000e+05 9.195440000000000000e+05
2.649999999999999911e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.590330000000000000e+05 9.195440000000000000e+05
2.654999999999999805e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.590070000000000000e+05 9.195740000000000000e+05
2.660000000000000142e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.590000000000000000e+05 9.195130000000000000e+05
2.665000000000000036e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.589710000000000000e+05 9.194840000000000000e+05
2.669999999999999929e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.589650000000000000e+05 9.195340000000000000e+05
2.674999999999999822e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.589630000000000000e+05 9.195590000000000000e+05
2.680000000000000160e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.589580000000000000e+05 9.194530000000000000e+05
2.685000000000000053e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.589640000000000000e+05 9.195890000000000000e+05
2.689999999999999947e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.589570000000000000e+05 9.195740000000000000e+05
2.694999999999999840e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.589140000000000000e+05 9.195540000000000000e+05
2.700000000000000178e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.589020000000000000e+05 9.195240000000000000e+05
2.705000000000000071e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.588890000000000000e+05 9.195610000000000000e+05
2.709999999999999964e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.588920000000000000e+05 9.195330000000000000e+05
2.714999999999999858e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.588560000000000000e+05 9.194410000000000000e+05
2.720000000000000195e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.588560000000000000e+05 9.193920000000000000e+05
2.725000000000000089e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.588510000000000000e+05 9.193020000000000000e+05
2.729999999999999982e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.588550000000000000e+05 9.193200000000000000e+05
2.734999999999999876e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.588250000000000000e+05 9.192750000000000000e+05
2.740000000000000213e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.588010000000000000e+05 9.192090000000000000e+05
2.745000000000000107e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.587900000000000000e+05 9.190940000000000000e+05
2.750000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.587610000000000000e+05 9.192170000000000000e+05
2.754999999999999893e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.587340000000000000e+05 9.190280000000000000e+05
2.759999999999999787e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.587160000000000000e+05 9.190350000000000000e+05
2.765000000000000124e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.586950000000000000e+05 9.191380000000000000e+05
2.770000000000000018e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.586670000000000000e+05 9.191110000000000000e+05
2.774999999999999911e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.586650000000000000e+05 9.190870000000000000e+05
2.779999999999999805e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.586680000000000000e+05 9.190900000000000000e+05
2.785000000000000142e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.586480000000000000e+05 9.191060000000000000e+05
2.790000000000000036e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.586260000000000000e+05 9.189450000000000000e+05
2.794999999999999929e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.586060000000000000e+05 9.189540000000000000e+05
2.799999999999999822e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.585810000000000000e+05 9.189180000000000000e+05
2.805000000000000160e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.585550000000000000e+05 9.189230000000000000e+05
2.810000000000000053e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.585750000000000000e+05 9.190110000000000000e+05
2.814999999999999947e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.585710000000000000e+05 9.189750000000000000e+05
2.819999999999999840e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.585530000000000000e+05 9.189750000000000000e+05
2.825000000000000178e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.585290000000000000e+05 9.189470000000000000e+05
2.830000000000000071e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.585270000000000000e+05 9.189010000000000000e+05
2.834999999999999964e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.585080000000000000e+05 9.188950000000000000e+05
2.839999999999999858e+00 1.800000000000000000e+01 1.800000000000000000e+01 5.584970000000000000e+05 9.188610000000000000e+05
2.845000000000000195e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.584810000000000000e+05 9.188300000000000000e+05
2.850000000000000089e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.584570000000000000e+05 9.185260000000000000e+05
2.854999999999999982e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.583980000000000000e+05 9.183190000000000000e+05
2.859999999999999876e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.584100000000000000e+05 9.183890000000000000e+05
2.865000000000000213e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.583950000000000000e+05 9.184290000000000000e+05
2.870000000000000107e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.583670000000000000e+05 9.184220000000000000e+05
2.875000000000000000e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.583770000000000000e+05 9.185300000000000000e+05
2.879999999999999893e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.583580000000000000e+05 9.184110000000000000e+05
2.884999999999999787e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.583670000000000000e+05 9.184350000000000000e+05
2.890000000000000124e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.583540000000000000e+05 9.183800000000000000e+05
2.895000000000000018e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.583110000000000000e+05 9.183660000000000000e+05
2.899999999999999911e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.583160000000000000e+05 9.183910000000000000e+05
2.904999999999999805e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.582970000000000000e+05 9.183620000000000000e+05
2.910000000000000142e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.583040000000000000e+05 9.184100000000000000e+05
2.915000000000000036e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.582920000000000000e+05 9.183460000000000000e+05
2.919999999999999929e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.582570000000000000e+05 9.183050000000000000e+05
2.924999999999999822e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.582610000000000000e+05 9.183360000000000000e+05
2.930000000000000160e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.582630000000000000e+05 9.182720000000000000e+05
2.935000000000000053e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.582370000000000000e+05 9.182160000000000000e+05
2.939999999999999947e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.582190000000000000e+05 9.183340000000000000e+05
2.944999999999999840e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.582080000000000000e+05 9.181750000000000000e+05
2.950000000000000178e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.581980000000000000e+05 9.182290000000000000e+05
2.955000000000000071e+00 1.800000000000000000e+01 1.800000000000000000e+01 5.581580000000000000e+05 9.182000000000000000e+05
2.959999999999999964e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.581560000000000000e+05 9.181330000000000000e+05
2.964999999999999858e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.581600000000000000e+05 9.181460000000000000e+05
2.970000000000000195e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.581470000000000000e+05 9.181820000000000000e+05
2.975000000000000089e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.581610000000000000e+05 9.181870000000000000e+05
2.979999999999999982e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.581380000000000000e+05 9.180480000000000000e+05
2.984999999999999876e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.581260000000000000e+05 9.181050000000000000e+05
2.990000000000000213e+00 1.900000000000000000e+01 1.900000000000000000e+01 5.580990000000000000e+05 9.180820000000000000e+05
2.995000000000000107e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.581000000000000000e+05 9.179710000000000000e+05
3.000000000000000000e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.580680000000000000e+05 9.179590000000000000e+05
3.004999999999999893e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.580540000000000000e+05 9.179030000000000000e+05
3.009999999999999787e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.580540000000000000e+05 9.178580000000000000e+05
3.015000000000000124e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.580040000000000000e+05 9.178120000000000000e+05
3.020000000000000018e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.579950000000000000e+05 9.178070000000000000e+05
3.024999999999999911e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.579770000000000000e+05 9.178320000000000000e+05
3.029999999999999805e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.579830000000000000e+05 9.178740000000000000e+05
3.035000000000000142e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.579450000000000000e+05 9.178350000000000000e+05
3.040000000000000036e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.579460000000000000e+05 9.177570000000000000e+05
3.044999999999999929e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.579210000000000000e+05 9.176420000000000000e+05
3.049999999999999822e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.579270000000000000e+05 9.176440000000000000e+05
3.055000000000000160e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.579300000000000000e+05 9.175910000000000000e+05
3.060000000000000053e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.579230000000000000e+05 9.176380000000000000e+05
3.064999999999999947e+00 1.800000000000000000e+01 1.800000000000000000e+01 5.579170000000000000e+05 9.176460000000000000e+05
3.069999999999999840e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.578730000000000000e+05 9.176190000000000000e+05
3.075000000000000178e+00 4.000000000000000000e+00 4.000000000000000000e+00 5.578700000000000000e+05 9.175620000000000000e+05
3.080000000000000071e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.578590000000000000e+05 9.174920000000000000e+05
3.084999999999999964e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.578680000000000000e+05 9.175030000000000000e+05
3.089999999999999858e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.578220000000000000e+05 9.174460000000000000e+05
3.095000000000000195e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.578320000000000000e+05 9.173810000000000000e+05
3.100000000000000089e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.578320000000000000e+05 9.174340000000000000e+05
3.104999999999999982e+00 2.300000000000000000e+01 2.300000000000000000e+01 5.577940000000000000e+05 9.173350000000000000e+05
3.109999999999999876e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.577860000000000000e+05 9.173510000000000000e+05
3.115000000000000213e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.577540000000000000e+05 9.173810000000000000e+05
3.120000000000000107e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.577420000000000000e+05 9.173600000000000000e+05
3.125000000000000000e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.577130000000000000e+05 9.172750000000000000e+05
3.129999999999999893e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.577100000000000000e+05 9.172110000000000000e+05
3.134999999999999787e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.576990000000000000e+05 9.172650000000000000e+05
3.140000000000000124e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.577010000000000000e+05 9.171790000000000000e+05
3.145000000000000018e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.577040000000000000e+05 9.172450000000000000e+05
3.149999999999999911e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.576820000000000000e+05 9.172270000000000000e+05
3.154999999999999805e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.576770000000000000e+05 9.172500000000000000e+05
3.160000000000000142e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.576690000000000000e+05 9.172140000000000000e+05
3.165000000000000036e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.576530000000000000e+05 9.171490000000000000e+05
3.169999999999999929e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.576340000000000000e+05 9.172030000000000000e+05
3.174999999999999822e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.576360000000000000e+05 9.171270000000000000e+05
3.180000000000000160e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.576270000000000000e+05 9.172280000000000000e+05
3.185000000000000053e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.576240000000000000e+05 9.171670000000000000e+05
3.189999999999999947e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.576100000000000000e+05 9.172360000000000000e+05
3.194999999999999840e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.575760000000000000e+05 9.171630000000000000e+05
3.200000000000000178e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.575670000000000000e+05 9.171230000000000000e+05
3.205000000000000071e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.575600000000000000e+05 9.170410000000000000e+05
3.209999999999999964e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.575420000000000000e+05 9.170400000000000000e+05
3.214999999999999858e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.575250000000000000e+05 9.170100000000000000e+05
3.220000000000000195e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.575030000000000000e+05 9.169520000000000000e+05
3.225000000000000089e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.575040000000000000e+05 9.169640000000000000e+05
3.229999999999999982e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.574860000000000000e+05 9.169560000000000000e+05
3.234999999999999876e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.574840000000000000e+05 9.169290000000000000e+05
3.240000000000000213e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.574810000000000000e+05 9.169070000000000000e+05
3.245000000000000107e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.574670000000000000e+05 9.168990000000000000e+05
3.250000000000000000e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.574590000000000000e+05 9.168450000000000000e+05
3.254999999999999893e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.574520000000000000e+05 9.168990000000000000e+05
3.259999999999999787e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.574260000000000000e+05 9.168220000000000000e+05
3.265000000000000124e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.573990000000000000e+05 9.167440000000000000e+05
3.270000000000000018e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.573880000000000000e+05 9.167930000000000000e+05
3.274999999999999911e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.573730000000000000e+05 9.168310000000000000e+05
3.279999999999999805e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.573670000000000000e+05 9.168010000000000000e+05
3.285000000000000142e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.573550000000000000e+05 9.167690000000000000e+05
3.290000000000000036e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.573610000000000000e+05 9.167940000000000000e+05
3.294999999999999929e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.573590000000000000e+05 9.168290000000000000e+05
3.299999999999999822e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.573470000000000000e+05 9.167650000000000000e+05
3.305000000000000160e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.573360000000000000e+05 9.168110000000000000e+05
3.310000000000000053e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.573300000000000000e+05 9.168330000000000000e+05
3.314999999999999947e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.573130000000000000e+05 9.167700000000000000e+05
3.319999999999999840e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.573160000000000000e+05 9.168180000000000000e+05
3.325000000000000178e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.572830000000000000e+05 9.167790000000000000e+05
3.330000000000000071e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.572510000000000000e+05 9.167670000000000000e+05
3.334999999999999964e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.572430000000000000e+05 9.166990000000000000e+05
3.339999999999999858e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.572310000000000000e+05 9.166980000000000000e+05
3.345000000000000195e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.572140000000000000e+05 9.166750000000000000e+05
3.350000000000000089e+00 3.000000000000000000e+00 3.000000000000000000e+00 5.571920000000000000e+05 9.166830000000000000e+05
3.354999999999999982e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.571950000000000000e+05 9.166160000000000000e+05
3.359999999999999876e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.571860000000000000e+05 9.166550000000000000e+05
3.365000000000000213e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.571570000000000000e+05 9.166590000000000000e+05
3.370000000000000107e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.571210000000000000e+05 9.166520000000000000e+05
3.375000000000000000e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.570960000000000000e+05 9.166170000000000000e+05
3.379999999999999893e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.570870000000000000e+05 9.166520000000000000e+05
3.384999999999999787e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.570850000000000000e+05 9.167000000000000000e+05
3.390000000000000124e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.570590000000000000e+05 9.166560000000000000e+05
3.395000000000000018e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.570310000000000000e+05 9.165400000000000000e+05
3.399999999999999911e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.570270000000000000e+05 9.167240000000000000e+05
3.404999999999999805e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.570120000000000000e+05 9.166760000000000000e+05
3.410000000000000142e+00 1.900000000000000000e+01 1.900000000000000000e+01 5.570050000000000000e+05 9.166530000000000000e+05
3.415000000000000036e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.570020000000000000e+05 9.165740000000000000e+05
3.419999999999999929e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.569820000000000000e+05 9.166560000000000000e+05
3.424999999999999822e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.569550000000000000e+05 9.166110000000000000e+05
3.430000000000000160e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.569480000000000000e+05 9.165670000000000000e+05
3.435000000000000053e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.569090000000000000e+05 9.166040000000000000e+05
3.439999999999999947e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.569050000000000000e+05 9.165570000000000000e+05
3.444999999999999840e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.568730000000000000e+05 9.165740000000000000e+05
3.450000000000000178e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.568830000000000000e+05 9.165900000000000000e+05
3.455000000000000071e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.568610000000000000e+05 9.165760000000000000e+05
3.459999999999999964e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.568300000000000000e+05 9.164910000000000000e+05
3.464999999999999858e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.568380000000000000e+05 9.166170000000000000e+05
3.470000000000000195e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.568290000000000000e+05 9.165430000000000000e+05
3.475000000000000089e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.568090000000000000e+05 9.165170000000000000e+05
3.479999999999999982e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.567930000000000000e+05 9.164570000000000000e+05
3.484999999999999876e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.568020000000000000e+05 9.164010000000000000e+05
3.490000000000000213e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.567820000000000000e+05 9.163160000000000000e+05
3.495000000000000107e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.567630000000000000e+05 9.163640000000000000e+05
3.500000000000000000e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.567480000000000000e+05 9.164710000000000000e+05
3.504999999999999893e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.567500000000000000e+05 9.165040000000000000e+05
3.509999999999999787e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.567390000000000000e+05 9.165380000000000000e+05
3.515000000000000124e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.567350000000000000e+05 9.163960000000000000e+05
3.520000000000000018e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.567230000000000000e+05 9.164660000000000000e+05
3.524999999999999911e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.567010000000000000e+05 9.164130000000000000e+05
3.529999999999999805e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.566980000000000000e+05 9.164310000000000000e+05
3.535000000000000142e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.566790000000000000e+05 9.163960000000000000e+05
3.540000000000000036e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.566720000000000000e+05 9.164570000000000000e+05
3.544999999999999929e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.566720000000000000e+05 9.164670000000000000e+05
3.549999999999999822e+00 2.000000000000000000e+01 2.000000000000000000e+01 5.566540000000000000e+05 9.165920000000000000e+05
3.555000000000000160e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.566540000000000000e+05 9.165120000000000000e+05
3.560000000000000053e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.566350000000000000e+05 9.164170000000000000e+05
3.564999999999999947e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.566240000000000000e+05 9.164860000000000000e+05
3.569999999999999840e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.566150000000000000e+05 9.163750000000000000e+05
3.575000000000000178e+00 1.700000000000000000e+01 1.700000000000000000e+01 5.566090000000000000e+05 9.163640000000000000e+05
3.580000000000000071e+00 8.000000000000000000e+00 8.000000000000000000e+00 5.566000000000000000e+05 9.161640000000000000e+05
3.584999999999999964e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.565920000000000000e+05 9.164180000000000000e+05
3.589999999999999858e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.565730000000000000e+05 9.163800000000000000e+05
3.595000000000000195e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.565450000000000000e+05 9.162870000000000000e+05
3.600000000000000089e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.565240000000000000e+05 9.162750000000000000e+05
3.604999999999999982e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.564990000000000000e+05 9.162460000000000000e+05
3.609999999999999876e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.564770000000000000e+05 9.162150000000000000e+05
3.615000000000000213e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.564540000000000000e+05 9.161680000000000000e+05
3.620000000000000107e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.564670000000000000e+05 9.162090000000000000e+05
3.625000000000000000e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.564630000000000000e+05 9.160470000000000000e+05
3.629999999999999893e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.564700000000000000e+05 9.160500000000000000e+05
3.634999999999999787e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.564670000000000000e+05 9.159660000000000000e+05
3.640000000000000124e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.564660000000000000e+05 9.159660000000000000e+05
3.645000000000000018e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.563990000000000000e+05 9.159680000000000000e+05
3.649999999999999911e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.563870000000000000e+05 9.159480000000000000e+05
3.654999999999999805e+00 2.300000000000000000e+01 2.300000000000000000e+01 5.563740000000000000e+05 9.159850000000000000e+05
3.660000000000000142e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.563560000000000000e+05 9.160340000000000000e+05
3.665000000000000036e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.563450000000000000e+05 9.161190000000000000e+05
3.669999999999999929e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.563310000000000000e+05 9.161010000000000000e+05
3.674999999999999822e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.563110000000000000e+05 9.160440000000000000e+05
3.680000000000000160e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.563010000000000000e+05 9.159510000000000000e+05
3.685000000000000053e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.562900000000000000e+05 9.158470000000000000e+05
3.689999999999999947e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.562790000000000000e+05 9.158590000000000000e+05
3.694999999999999840e+00 4.000000000000000000e+00 4.000000000000000000e+00 5.562790000000000000e+05 9.158820000000000000e+05
3.700000000000000178e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.562940000000000000e+05 9.157760000000000000e+05
3.705000000000000071e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.562880000000000000e+05 9.159090000000000000e+05
3.709999999999999964e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.562500000000000000e+05 9.157850000000000000e+05
3.714999999999999858e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.562350000000000000e+05 9.158480000000000000e+05
3.720000000000000195e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.562020000000000000e+05 9.156840000000000000e+05
3.725000000000000089e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.561910000000000000e+05 9.156720000000000000e+05
3.729999999999999982e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.561890000000000000e+05 9.156350000000000000e+05
3.734999999999999876e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.562130000000000000e+05 9.156850000000000000e+05
3.740000000000000213e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.561780000000000000e+05 9.156220000000000000e+05
3.745000000000000107e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.561620000000000000e+05 9.157500000000000000e+05
3.750000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.561500000000000000e+05 9.156940000000000000e+05
3.754999999999999893e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.561180000000000000e+05 9.155930000000000000e+05
3.759999999999999787e+00 7.000000000000000000e+00 7.000000000000000000e+00 5.561230000000000000e+05 9.155310000000000000e+05
3.765000000000000124e+00 1.500000000000000000e+01 1.500000000000000000e+01 5.561160000000000000e+05 9.154910000000000000e+05
3.770000000000000018e+00 9.000000000000000000e+00 9.000000000000000000e+00 5.561020000000000000e+05 9.153830000000000000e+05
3.774999999999999911e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.561030000000000000e+05 9.153230000000000000e+05
3.779999999999999805e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.561270000000000000e+05 9.152890000000000000e+05
3.785000000000000142e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.561140000000000000e+05 9.152070000000000000e+05
